id,rent
ff8081815df539bc015df947ce976cca,23442.235677083336
ff80818157288e9301572c05651853a6,12709.08336046007
ff8081815f1afc58015f1b831fde166e,12521.016913519965
ff8081816035b31901603f7922c046e0,9227.253879123264
ff8081815c3582f5015c38fc31aa73a4,23888.40199110243
ff8081814fcb665a014fd09780862289,16078.216281467014
ff80818154b8f3c30154b91ed06d03fc,25015.15456814236
ff8081815e49077e015e4aa724810bc5,15612.956136067709
ff80818161eff9bc0161f0300ff82945,23456.558620876734
ff80818152e5a4a70152edb4661d46bc,15182.567030164932
ff808181636e4dde016372376fb7566a,14965.47732204861
ff8081815e7cba1d015e7eb2dd3f1393,24768.045084635418
ff80818164e57f1d0164e643e62606e2,18201.74093967014
ff8081816205b849016209900b977aad,26328.990044487844
ff8081816483b0ba016483d19e72195c,10380.867689344619
ff8081815d208a99015d216ba89c415e,13635.40540907118
ff80818158d583720158d8c22c885348,11333.182793511285
ff80818156e09a0a0156e09c4202006f,11903.417656792535
ff808181602617e7016026d9ceee2128,21888.42081705729
ff8081815e997b78015e9af92c51460d,23158.555474175348
ff8081815f62d9e5015f6b9d5279644b,28102.321668836805
ff808181604af79001604afd312d01ff,13660.871107313367
ff80818158d583720158d8fe92dd632d,12627.299506293402
ff80818163c0542e0163c141abe243f9,18259.318820529516
ff808181631568f501631ef2ef661d04,9488.148451063369
ff8081815e233dd2015e28015d652fbe,17016.457600911457
ff8081816108a00501610da436bb36ff,20773.676052517363
ff80818164c69ccd0164c70c83654214,15593.587117513021
ff808181649415ec01649767cdc561b9,9079.195136176215
ff8081815f2325e5015f2401fb0d4913,25128.30590820312
ff80818162b975790162baf3f3d00e5a,24268.483913845488
ff8081815961d0400159641f367b67d9,14112.033365885416
ff8081815b1e61dd015b1e750a23045c,23467.90226779514
ff80818161089db90161140b28517917,10615.268324110244
ff80818164c697480164c748ec56318a,15457.002766927082
ff8081815e94121f015e94807db7389f,34993.07120768229
ff8081815fcf8ecb015fd49efea54f8e,13083.341959635416
ff8081814cf0d662014cf5a8e26a152b,11242.511067708334
ff808181649891c2016499418ff74133,24731.80425347222
ff8081815c8aee53015c8b0b05fc04ff,10278.606391059027
ff8081815ed194d2015ee07d3ce33d72,16013.921576605902
ff808181631568f50163162416626e2b,21302.26136610243
ff8081816058edc3016058efdedd008a,22013.126193576387
ff8081816326716101632fa0553b7954,12559.486097547742
ff80818162002870016200a59e902167,36031.332899305555
ff8081815416878701541875e5142f53,16032.328233506943
ff8081816127b9c50161282c570118e2,34454.963454861114
ff8081815f86767e015f867e6373018b,24084.10369466146
ff808181627abb3d01627c96dc402457,16789.116455078125
ff8081815b9bf9ce015b9f5690f73004,14976.185696072049
ff80818164cfa9960164d050b3945dc6,15464.101982964408
ff808181612cb3c7016135fc6625522a,15204.373765733508
ff8081815b84d5dc015b85aa5d4b6142,10388.158867730035
ff80818164793d9601647a0c182b4887,21346.969265407984
ff8081815d933889015d973768a338bf,21430.93031141493
ff808181616f685501616fbd4d6d18c7,27055.140516493055
ff8081815dfb60c2015dfec153fd588e,17650.503743489582
ff8081815dc84ce6015dca5573e9194e,11344.025444878473
ff808181620eb4c601620eb55f790009,25760.195567491322
ff808181642e78db016431deb44377ab,11967.579467773438
ff808181612cb52d0161324176de0bdb,9957.233276367186
ff8081814ef4e1d6014efd6b63523774,19420.108018663195
ff8081815de1b9c0015de5352aca30d4,14841.236368815105
ff80818154809f1601548eb0661345c5,27088.744249131945
ff8081815e66cfa7015e6bc9de4d3490,19914.962592230906
ff808181649415ec0164942d763904f9,14817.027655707465
ff80818163b1fdaf0163b62834ac0803,23016.986029730902
ff80818163f908bc0163f95c6e8f3655,23719.49080403646
ff808181640e0c93016411b094d54ef4,12917.867580837674
ff8081815d3a2ed1015d3a7a0d720ae6,20993.29918077257
ff8081815e2340c4015e28722db27548,16975.019626193574
ff8081816441c16a016444efea516818,12612.625615776911
ff8081815acbdf0c015acc33114628d9,11014.04644097222
ff808181617a2fb201618326cd180e75,16047.336534288195
ff8081815a702410015a7c1ba5ae76da,23669.75857747396
ff808181606a2b5d01606d6442485e62,14772.177761501734
ff808181632671610163301a7a85549d,16674.456382921006
ff80818163156c8d01631a5b8e0f5c1a,19199.044813368055
ff80818162f7981d0162fc3764446cbd,12302.743733723959
ff80818161982b420161984b9e6e095f,19512.886881510418
ff80818155af73650155b0906d9a3f5c,13698.835137261285
ff8081815e233dd2015e28012b9b2f9b,44501.83018663194
ff8081815a271e9c015a27fce4964fc5,17624.957641601562
ff8081815eb96508015ebc9de82b6554,9247.053331163195
ff8081815e8a3e71015e8a7539060aea,12015.306586371527
ff808181643c012801644039836f4dcc,11536.5087890625
ff808181642e7a250164309dc93452da,21540.601860894098
ff8081815dcb1380015dcbaec1aa569c,14329.591946072049
ff8081815fa635fc015fa9e405b44ef9,36745.455078125
ff80818161ae62340161b2170ebf20b6,13749.739162868924
ff808181626c212401626c23a60d0103,11360.488536241319
ff8081816103a952016103e0dde520c3,11289.766303168404
ff8081815d5f9fe3015d63f33cd86428,13904.735039605035
ff808181631568f501631b1f81c8212e,27760.382080078125
ff808181595eea0f01595ef4283d02a3,27572.054443359375
ff8081816035b4920160409e3d074857,21963.580615234372
ff8081815e045d5b015e064417572ab9,20928.116303168405
ff808181615af71b01616493e20e6496,38729.5435655382
ff8081815b5722bc015b5727207900e5,26614.084586588542
ff80818160b700f10160b751b48e118f,11126.249728732639
ff8081815f8673d7015f86893dd60dec,17050.671929253473
ff8081815cd4150c015cd4d975326031,10003.816840277777
ff808181647370f50164741b9f893a0d,10345.119466145834
ff8081815a1ed9d0015a21847e8015a5,40632.151041666664
ff8081815f887d03015f8c89cd701265,11074.514417860242
ff8081815d26c204015d27544b5e1c7b,12360.661702473959
ff8081815cf8f3ec015cf90951f4042b,29936.651909722223
ff8081815fbf4310015fbf74eeb91d44,34473.637234157984
ff8081815fdc7421015fde9cd2f6055c,15624.988850911457
ff80818162d7b6ce0162dda8baf82f5d,22857.59347873264
ff808181630c64f001631075d1791626,14221.529267035592
ff808181615af71b01616047ce397cb9,21450.179389105902
ff8081815fe9112b015fecc860e35884,15621.463161892361
ff80818163d4e8030163d5f1b9bf5198,25800.595437282984
ff8081815f24c78d015f24caf8a80109,41870.81722005208
ff8081815ffc21a8015ffc3b55530be9,30585.021809895836
ff80818163ac24bb0163acb24a562fe2,32457.89019097222
ff8081815f1a8207015f1aa7be6d151f,14285.820421006945
ff8081815d3148b5015d31a9fdea3265,19400.937310112848
ff8081816016727501601f78ff4b7336,18674.69271375868
ff8081815c64bc57015c67d1938648e4,26483.030034722222
ff80818163e8261e0163e87e1e034afb,18177.052897135418
ff80818162b5b7730162b87ab0b240b8,12275.102294921875
ff808181611da4b6016123a81561053a,23455.669731987848
ff8081816266ea48016267d2ad2d399f,13639.75483669705
ff8081815c91f29f015c9343ff7138e8,19527.613899739583
ff8081815c49895b015c4dcf2b7976a8,10595.224731445312
ff8081815f5d51c3015f5d8446441c4c,17420.524807400172
ff808181634eaf9801634eedac050ffa,13225.471885850695
ff80818163f90f360163fce3ccc511f0,18917.789567057294
ff80818157be646f0157c0cfc091596e,13439.93500434028
ff808181571cc13901571db9538c365d,11649.196316189234
ff8081815d9c635e015d9c73e2de0929,15062.77022298177
ff808181534742cd01534f87d8a65136,10588.747870551215
ff8081815f62d85a015f6bbee73b05ef,30324.871039496524
ff8081815f1a8207015f1a93deb509fe,10776.677435980902
ff80818161f4c5800161fcd171fd4118,24585.787320963544
ff80818164e57f1d0164e96f6e2a7dd9,34668.06193033855
ff80818152699afb01526a8f552805d7,23325.028130425348
ff80818152ab67620152b1768c143f64,13472.309000651041
ff8081816243bef40162470491cf0cbd,25799.672960069445
ff80818163500c160163524cdaca30b1,12785.45277235243
ff8081815d4a6b6e015d4b8429504714,10167.929578993055
ff80818161569477016156b4be150e1b,25890.724500868055
ff80818162716a3f01627181ce5e0eb9,13086.546006944445
ff808181622f0e420162338438b43ce2,18935.534044053817
ff8081816035b49201603ef0e2cb23ad,24852.321478949652
ff808081492465440149277e522d0115,25841.922824435766
ff8081816140d57e0161424986e575bf,18756.442681206598
ff808181630c64f0016310a96a513742,9785.030598958334
ff80818163500a8001635a0816b66dd3,33262.87282986111
ff8081815e518fd5015e55b9d31e606f,20804.644965277777
ff80818163e906280163eda9775c0b85,21920.84912109375
ff8081815eb91f9a015eb964d17808cc,31570.986979166668
ff8081815b47d321015b48617f9f1941,16319.8642578125
ff8081815d208904015d25a815cc7283,17137.256022135418
ff80818163e906280163e92943e017c7,23971.37509765625
ff8081815d208904015d25b9fd8879b3,11299.962375217014
ff8081816002ee640160059d483332a8,8819.146633572049
ff8081816001677e016002a1766149f6,12998.732503255207
ff808181633a594101633b6dce3f153d,13564.944702148438
ff8081816205bb170162096c02fe2232,21273.931694878473
ff8081816201438b01620408abb343a9,13520.094835069445
ff8081815dfb5f51015e0415086e58c7,10057.900675455729
ff80818161454fb7016147e517f41953,9861.068522135418
ff8081815de1bb03015de52c7c514cc2,9139.697611490885
ff8081815f9a3b2b015f9aa7cc0112b0,17508.11252170139
ff80818162e6a3300162eda747bb4fa5,16661.02789984809
ff8081814cb6d4be014cb73cee1c0292,14432.481540256076
ff808181615af4630161649ed11f3fb6,15515.02314453125
ff80818151e2890b0151e2a5e48301a1,13237.936631944443
ff808181624e8efe016251a7257e2ec9,12712.629367404514
ff808181530918f701530e094bc1373d,19967.280322265622
ff80818160204e9b016025f4451c2d34,14177.136678059896
ff8081814d17f13e014d196c485f0c7a,9119.958550347223
ff808181553aee5e015547b5ed5b35df,13085.014526367188
ff8081814c89e06f014c8f8479711175,22136.180284288195
ff8081815c632480015c63331d490751,12227.94124891493
ff8081815ec82bb8015ecc121c8412d4,33908.07454427083
ff808181601672750160172a8707638a,16702.617309570312
ff8081815d26bd9a015d2743788f48c1,22163.936089409723
ff8081814f2f2338014f2f88a54b01b3,10372.060519748264
ff8081816135ffb501613fed5e3012f4,13298.219089084201
ff808181631568f501631b879a0168b2,24458.75105794271
ff808181579e3b2101579e78865d0af1,26075.791319444445
ff8081816417025b01641747500e2e91,15666.609144422742
ff80818163cb5ff80163cd8fc13d43a5,10184.299058702256
ff8081815e90dd9e015e93e975b03558,22800.18115234375
ff8081815ed194d2015eddfe30de1873,9559.195231119791
ff8081816286d1260162879f42ab2784,17713.529812282984
ff80818160792fe40160883a28380ad8,32405.479519314238
ff808181636ccf1b01636da855424c27,16836.550168185764
ff80818161cb7db50161d0d850dd11f4,29731.57440863715
ff80818157339ffb015733a7475b00c9,20616.513292100695
ff80818163b73cfe0163baede3493242,26043.643120659726
ff80818156ac78b10156accd5844193c,16961.657755533855
